List;amyFileName;itemID;eventType;Condition;Manner;Path;verbName;verbMeaning;ambigS_not_recording;ambig_going_to;ambig_did_it;which_one;ambigV;mbiasV;mbiasAns;pbias;pbiasAns;trainS1_not_recording;trainS1_going;trainS1_did_it;trainV1;trainS2_not_recording;trainS2_going;trainS2_did_it;trainV2;trainS3_not_recording;trainS3_going;trainS3_did_it;trainV3;mTest;mTestAns;pTest;which_one_not_recording;pTestAns;movieLenght;Side
2;MannerOfMotionCondition_Instrumental;3;Motion;Manner;sail ;up;sterping;sail ;The boy is sterping up to the swan.;The boy is going to sterp up to the swan.;The boy sterped up to the swan.;Which one is sterping?;sail.up.swan.mov;sail.down.seal.mov;1;carpet.up.monkey.mov;0;The boy is sterping in front of the penguin.;The boy is going to sterp in front of the penguin.;The boy sterped in front of the penguin.;sail.front.penguin.mov;The boy is sterping around the seagull.;The boy is going to sterp around the seagull.;The boy sterped around the seagull.;sail.around.seagull.mov;The boy is sterping through the waterfall.;The boy is going to sterp through the waterfall.;The boy sterped through the waterfall.;sail.through.waterfall.mov;fly.up.bus.mov;0;sail.over.float.mov;Which one is sterping?;1;7;T
2;MannerOfMotionCondition_Instrumental;4;Motion;Manner;sled;around;rithing;sled;The man is rithing around the penguin.;The man is going to rith around the penguin.;The man rithed around the penguin.;Which one is rithing?;sled.around.penguin.mov;bike.around.birdhouse.mov;0;sled.behind.polarbear.mov;1;The man is rithing into the cabin.;The man is going to rith into the cabin.;The man rithed into the cabin.;sled.into.cabin.mov;The man is rithing up to the gingerbread house.;The man is going to rith up to the gingerbread house.;The man rithed up to the gingerbread house.;sled.up.ginger.mov;The man is rithing down to the bear.;The man is going to rith down to the bear.;The man rithed down to the bear.;sled.down.bear.mov;sled.under.butterflies.mov;1;skate.around.horse.mov;Which one is rithing?;0;7;T
2;MannerOfMotionCondition_Instrumental;5;Motion;Manner;ski;between;lorping;ski;The man is lorping between the trees.;The man is going to lorp between the trees.;The man lorped between the trees.;Which one is lorping?;ski.btw.trees.mov;ski.into.igloo.mov;1;camel.between.trees.mov;0;The man is lorping around the deer.;The man is going to lorp around the deer.;The man lorped around the deer.;ski.around.deer.mov;The man is lorping through the gate. ;The man is going to lorp through the gate. ;The man lorped through the gate. ;ski.through.gate.mov;The man is lorping under the rainbow.;The man is going to lorp under the rainbow.;The man lorped under the rainbow.;ski.under.rainbow.mov;sail.between.mountains.mov;0;ski.up.snowman.mov;Which one is lorping?;1;7;T
2;MannerOfMotionCondition_Instrumental;6;Motion;Manner;fly;through;janging;fly;The man is janging through the clouds.;The man is going to jang through the clouds.;The man janged through the clouds.;Which one is janging?;fly.through.clouds.mov;drive.through.tunnel.mov;0;fly.under.birds.mov;1;The man is janging down to the cow.;The man is going to jang down to the cow.;The man janged down to the cow.;fly.down.cow.mov;The man is janging between the buildings.;The man is going to jang between the buildings.;The man janged between the buildings.;fly.btw.buildings.mov;The man is janging over the rollercoaster.;The man is going to jang over the rollercoaster.;The man janged over the rollercoaster.;fly.over.rollercoaster.mov;fly.behind.kite.mov;1;sled.through.tree.mov;Which one is janging?;0;7;T
2;MannerOfMotionCondition_Instrumental;7;Motion;Manner;balloon;over;feaving;balloon;The girl is feaving over the eagle. ;The girl is going to feave over the eagle.;The girl feaved over the eagle.;Which one is feaving?;balloon.over.eagle.mov;balloon.up.train.mov;1;ski.over.bush.mov;0;The girl is feaving between the hills.;The girl is going to feave between the hills.;The girl feaved between the hills.;balloon.between.hills.mov;The girl is feaving through the flowers.;The girl is going to feave through the flowers.;The girl feaved through the flowers.;balloon.through.flowers.mov;The girl is feaving in front of the sunflowers.;The girl is going to feave in front of the sunflowers.;The girl feaved in front of the sunflowers.;balloon.front.sunflowers.mov;carpet.over.tiger.mov;0;balloon.down.dog.mov;Which one is feaving?;1;7;T
2;MannerOfMotionCondition_Instrumental;8;Motion;Manner;camel;front;pilking;camel;The man is pilking in front of the pyramid.;The man is going to pilk in front of the pyramid.;The man pilked in front of the pyramid.;Which one is pilking?;camel.front.pyramid.mov;sled.front.bunny.mov;0;camel.around.goat.mov;1;The man is pilking up to the palmtree.;The man is going to pilk up to the palmtree.;The man pilked up to the palmtree.;camel.up.palmtree.mov;The man is pilking behind the cactus.;The man is going to pilk behind the cactus.;The man pilked behind the cactus.;camel.behind.cactus.mov;The man is pilking into the castle.;The man is going to pilk into the castle.;The man pilked into the castle.;camel.into.castle.mov;camel.through.oasis.mov;1;drive.front.horse.mov;Which one is pilking?;0;7;T
3;PathCondition;1;Motion;Path;crabwalk;into;krading;into;The monster is krading into the garage.;The monster is going to krade into the garage.;The monster kraded into the garage.;Which one is krading?;crabwalk.into.garage.mov;crabwalk.down.birdhouse.mov;1;hop.into.cabin.mov;0;The monster is krading into the barn. ;The monster is going to krade into the barn. ;The monster kraded into the barn. ;stoopwalk.into.barn.mov;The monster is krading into the spaceship. ;The monster is going to krade into the spaceship. ;The monster kraded into the spaceship. ;tiptoe.into.spaceship.mov;The monster is krading into the castle.;The monster is going to krade into the castle.;The monster kraded into the castle.;walk.into.castle.mov;roll.into.tower.mov;1;crabwalk.up.cat.mov;Which one is krading?;0;7,1;T
3;PathCondition;2;Motion;Path;crawl;down;glipping;down;The monster is glipping down to the clown.;The monster is going to glip down to the clown.;The monster glipped down to the clown.;Which one is glipping?;crawl.down.clown.mov;flapwalk.down.frog.mov;0;crawl.into.cave.mov;1;The monster is glipping down to the eagle. ;The monster is going to glip down to the eagle. ;The monster glipped down to the eagle. ;roll.down.eagle.mov;The monster is glipping down to the cow. ;The monster is going to glip down to the cow. ;The monster glipped down to the cow. ;walk.down.cow.mov;The monster is glipping down to the dog.;The monster is going to glip down to the dog.;The monster glipped down to the dog.;tiptoe.down.dog.mov;crawl.around.birdhouse.mov;0;stoopwalk.down.lamp.mov;Which one is glipping?;1;7,1;T
3;PathCondition;3;Motion;Path;flapwalk;up;zarking;up;The monster is zarking up to the cat.;The monster is going to zark up to the cat.;The monster zarked up to the cat.;Which one is zarking?;flapwalk.up.cat.mov;flapwalk.around.horse.mov;1;crawl.up.swan.mov;0;The monster is zarking up to the owl. ;The monster is going to zark up to the owl. ;The monster zarked up to the owl. ;walk.up.owl.mov;The monster is zarking up to the snowman. ;The monster is going to zark up to the snowman. ;The monster zarked up to the snowman. ;roll.up.snowman.mov;The monster is zarking up to the monkey.;The monster is going to zark up to the monkey.;The monster zarked up to the monkey.;stoopwalk.up.monkey.mov;tiptoe.up.well.mov;1;flapwalk.into.igloo.mov;Which one is zarking?;0;7,1;T
3;PathCondition;4;Motion;Path;hop;around;molking;around;The monster is molking around the penguin.;The monster is going to molk around the penguin.;The monster molked around the penguin.;Which one is molking?;hop.around.penguin.mov;crabwalk.around.firehouse.mov;0;hop.up.deer.mov;1;The monster is molking around the spaceship. ;The monster is going to molk around the spaceship. ;The monster molked around the spaceship. ;tiptoe.around.spaceship.mov;The monster is molking around the fountain. ;The monster is going to molk around the fountain. ;The monster molked around the fountain. ;stoopwalk.around.fountain.mov;The monster is molking around the drum.;The monster is going to molk around the drum.;The monster molked around the drum.;roll.around.drum.mov;hop.down.gazebo.mov;0;walk.around.goat.mov;Which one is molking?;1;7,1;T
3;PathCondition;5;Motion;Path;roll;between;torging;between;The monster is torging between the trees. ;The monster is going to torg between the trees.;The monster torged between the trees.;Which one is torging?;roll.between.trees.mov;roll.through.tent.mov;1;walk.between.buildings.mov;0;The monster is torging between the mailboxes. ;The monster is going to torg between the mailboxes. ;The monster torged between the mailboxes. ;crawl.between.mailboxes.mov;The monster is torging between the seesaws. ;The monster is going to torg between the seesaws. ;The monster torged between the seesaws. ;flapwalk.between.seesaws.mov;The monster is torging between the snowmen.;The monster is going to torg between the snowmen.;The monster torged between the snowmen.;hop.between.snowmen.mov;crabwalk.between.lights.mov;1;roll.over.bush.mov;Which one is torging?;0;7,1;T
3;PathCondition;6;Motion;Path;stoopwalk;through;pimming;through;The monster is pimming through the flowers.;The monster is going to pim through the flowers.;The monster pimmed through the flowers.;Which one is pimming?;stoopwalk.through.flowers.mov;tiptoe.through.lighthouse.mov;0;stoopwalk.between.swings.mov;1;The monster is pimming through the tunnel. ;The monster is going to pim through the tunnel. ;The monster pimmed through the tunnel. ;crabwalk.through.tunnel.mov;The monster is pimming through the tree. ;The monster is going to pim through the tree. ;The monster pimmed through the tree. ;hop.through.tree.mov;The monster is pimming through the waterfall.;The monster is going to pim through the waterfall.;The monster pimmed through the waterfall.;flapwalk.through.waterfall.mov;stoopwalk.front.fishtank.mov;0;crawl.through.pyramid.mov;Which one is pimming?;1;7,1;T
3;PathCondition;7;Motion;Path;tiptoe;over;birking;over;The monster is birking over the cone.;The monster is going to birk over the cone.;The monster birked over the cone.;Which one is birking?;tiptoe.over.cone.mov;tiptoe.front.snowplow.mov;1;stoopwalk.over.haystack.mov;0;The monster is birking over the book. ;The monster is going to birk over the book. ;The monster birked over the book. ;hop.over.book.mov;The monster is birking over the tires. ;The monster is going to birk over the tires. ;The monster birked over the tires. ;crabwalk.over.tires.mov;The monster is birking over the mountain.;The monster is going to birk over the mountain.;The monster birked over the mountain.;crawl.over.mountain.mov;flapwalk.over.plane.mov;1;tiptoe.between.pigs.mov;Which one is birking?;0;7,1;T
3;PathCondition;8;Motion;Path;walk;front;dacking;front;The monster is dacking in front of the elephant. ;The monster is going to dack in front of the elephant.;The monster dacked in front of the elephant.;Which one is dacking?;walk.front.elephant.mov;roll.front.giraffe.mov;0;walk.over.sandpile.mov;1;The monster is dacking in front of the penguin. ;The monster is going to dack in front of the penguin. ;The monster dacked in front of the penguin. ;flapwalk.front.penguin.mov;The monster is dacking in front of the bench. ;The monster is going to dack in front of the bench. ;The monster dacked in front of the bench. ;crawl.front.bench.mov;The monster is dacking in front of the bell.;The monster is going to dack in front of the bell.;The monster dacked in front of the bell.;crabwalk.front.bell.mov;walk.through.hut.mov;0;hop.front.bunny.mov;Which one is dacking?;1;7,1;T
4;PathCondition_Instrumental;1;Motion;Path;drive;into;noming;into;The man is noming into the garage.;The man is going to nom into the garage.;The man nommed into the garage.;Which one is nomming?;drive.into.house.mov;drive.over.cone.mov;1;fly.into.spaceship.mov;0;The girl is noming into the barn.;The girl is going to nom into the barn.;The girl nommed into the barn.;skate.into.barn.mov;The boy is noming into the cave.;The boy is going to nom into the cave.;The boy nommed into the cave.;sail.into.cave.mov;The girl is noming into the tree.;The girl is going to nom into the tree.;The girl nommed into the tree.;balloon.into.tree.mov;bike.into.truck.mov;1;drive.around.firehouse.mov;Which one is nomming?;0;7;D
4;PathCondition_Instrumental;2;Motion;Path;carpet;down;meeping;down;The boy is meeping down to the lamp.;The boy is going to meep down to the lamp.;The boy meeped down to the lamp.;Which one is meeping?;carpet.down.lamp.mov;skate.down.seesaw.mov;0;carpet.btw.thrones.mov;1;The man is meeping down to the clown.;The man is going to meep down to the clown.;The man meeped down to the clown.;bike.down.clown.mov;The man is meeping down to the bear.;The man is going to meep down to the bear.;The man meeped down to the bear.;sled.down.bear.mov;The man is meeping down to the cow.;The man is going to meep down to the cow.;The man meeped down to the cow.;fly.down.cow.mov;carpet.into.tower.mov;0;ski.down.owl.mov;Which one is meeping?;1;7;D
4;PathCondition_Instrumental;3;Motion;Path;sail ;up;sterping;up;The boy is sterping up to the swan.;The boy is going to sterp up to the swan.;The boy sterped up to the swan.;Which one is sterping?;sail.up.swan.mov;sail.down.seal.mov;1;carpet.up.monkey.mov;0;The man is sterping up to the palm tree.;The man is going to sterp up to the palm tree.;The man sterped up to the palm tree.;camel.up.palmtree.mov;The girl is sterping up to the dog.;The girl is going to sterp up to the dog.;The girl sterped up to the dog.;skate.up.dog.mov;The man is sterping up to the gingerbread house.;The man is going to sterp up to the gingerbread house.;The man sterped up to the gingerbread house.;sled.up.ginger.mov;fly.up.bus.mov;1;sail.over.float.mov;Which one is sterping?;0;7;D
4;PathCondition_Instrumental;4;Motion;Path;sled;around;rithing;around;The man is rithing around the penguin.;The man is going to rith around the penguin.;The man rithed around the penguin.;Which one is rithing?;sled.around.penguin.mov;bike.around.birdhouse.mov;0;sled.behind.polarbear.mov;1;The man is rithing around the deer.;The man is going to rith around the deer.;The man rithed around the deer.;ski.around.deer.mov;The man is rithing around the fountain.;The man is going to rith around the fountain.;The man rithed around the fountain.;fly.around.fountain.mov;The girl is rithing around the city.;The girl is going to rith around the city.;The girl rithed around the city.;balloon.around.city.mov;sled.under.butterflies.mov;0;skate.around.horse.mov;Which one is rithing?;1;7;D
4;PathCondition_Instrumental;5;Motion;Path;ski;between;lorping;between;The man is lorping between the trees.;The man is going to lorp between the trees.;The man lorped between the trees.;Which one is lorping?;ski.btw.trees.mov;ski.into.igloo.mov;1;camel.between.trees.mov;0;The man is lorping between the snowmen.;The man is going to lorp between the snowmen.;The man lorped between the snowmen.;sled.btw.snowmen.mov;The man is lorping between the mailboxes.;The man is going to lorp between the mailboxes.;The man lorped between the mailboxes.;bike.between.mailboxes.mov;The man is lorping between the lampposts.;The man is going to lorp between the lampposts.;The man lorped between the lampposts.;drive.between.lights.mov;sail.between.mountains.mov;1;ski.up.snowman.mov;Which one is lorping?;0;7;D
4;PathCondition_Instrumental;6;Motion;Path;fly;through;janging;through;The man is janging through the clouds.;The man is going to jang through the clouds.;The man janged through the clouds.;Which one is janging?;fly.through.clouds.mov;drive.through.tunnel.mov;0;fly.under.birds.mov;1;The boy is janging through the flowers.;The boy is going to jang through the flowers.;The boy janged through the flowers.;carpet.through.flowers.mov;The boy is janging through the waterfall.;The boy is going to jang through the waterfall.;The boy janged through the waterfall.;sail.through.waterfall.mov;The man is janging through the gate. ;The man is going to jang through the gate. ;The man janged through the gate. ;ski.through.gate.mov;fly.behind.kite.mov;0;sled.through.tree.mov;Which one is janging?;1;7;D
4;PathCondition_Instrumental;7;Motion;Path;balloon;over;feaving;over;The girl is feaving over the eagle. ;The girl is going to feave over the eagle.;The girl feaved over the eagle.;Which one is feaving?;balloon.over.eagle.mov;balloon.up.train.mov;1;ski.over.bush.mov;0;The girl is feaving over the book.;The girl is going to feave over the book.;The girl feaved over the book.;skate.over.book.mov;The man is feaving over the rollercoaster.;The man is going to feave over the rollercoaster.;The man feaved over the rollercoaster.;fly.over.rollercoaster.mov;The man is feaving over the sand dune.;The man is going to feave over the sand dune.;The man feaved over the sand dune.;camel.over.sanddune.mov;carpet.over.tiger.mov;1;balloon.down.dog.mov;Which one is feaving?;0;7;D
4;PathCondition_Instrumental;8;Motion;Path;camel;front;pilking;front;The man is pilking in front of the pyramid.;The man is going to pilk in front of the pyramid.;The man pilked in front of the pyramid.;Which one is pilking?;camel.front.pyramid.mov;sled.front.bunny.mov;0;camel.around.goat.mov;1;The man is pilking in front of the deer.;The man is going to pilk in front of the deer.;The man pilked in front of the deer.;ski.front.deer.mov;The girl is pilking in front of the sunflowers.;The girl is going to pilk in front of the sunflowers.;The girl pilked in front of the sunflowers.;balloon.front.sunflowers.mov;The boy is pilking in front of the penguin.;The boy is going to pilk in front of the penguin.;The boy pilked in front of the penguin.;sail.front.penguin.mov;camel.through.oasis.mov;0;drive.front.horse.mov;Which one is pilking?;1;7;D
5;EffectCondition;1;Causal;Effect;bat;break;blicking;break;The monster is blicking the record.;The monster is going to blick the record.;The monster blicked the record.;Which one is blicking?;bat.break.record.mov;bat.flatten.cupcake.mov;1;comb.break.cookies.mov;0;The monster is blicking the frame. ;The monster is going to blick the frame. ;The monster blicked the frame. ;knife.break.frame.mov;The monster is blicking the piggybank. ;The monster is going to blick the piggybank. ;The monster blicked the piggybank. ;poker.break.piggybank.mov;The monster is blicking the bone.;The monster is going to blick the bone.;The monster blicked the bone.;hammer.break.bone.mov;bat.open.babybottle.mov;0;pliers.break.eyeglasses.mov;Which one is blicking?;1;2,5;D
5;EffectCondition;2;Causal;Effect;comb;rip;gossing;rip;The monster is gossing the armchair.;The monster is going to goss the armchair.;The monster gossed the armchair.;Which one is gossing?;comb.rip.armchair.mov;bat.rip.kite.mov;0;comb.open.book.mov;1;The monster is gossing the pants. ;The monster is going to goss the pants. ;The monster gossed the pants. ;poker.rip.pants.mov;The monster is gossing the newspaper. ;The monster is going to goss the newspaper. ;The monster gossed the newspaper. ;knife.rip.newspaper.mov;The monster is gossing the tablecloth.;The monster is going to goss the tablecloth.;The monster gossed the tablecloth.;pliers.rip.tablecloth.mov;hammer.rip.shirt.mov;1;comb.flatten.burger.mov;Which one is gossing?;0;2,5;D
5;EffectCondition;3;Causal;Effect;crowbar;open;zicking;open;The monster is zicking the grill.;The monster is going to zick the grill.;The monster zicked the grill.;Which one is zicking?;crowbar.open.grill.mov;crowbar.rip.pillow.mov;1;trowel.open.door.mov;0;The monster is zicking the envelope. ;The monster is going to zick the envelope. ;The monster zicked the envelope. ;hammer.open.envelope.mov;The monster is zicking the jar. ;The monster is going to zick the jar. ;The monster zicked the jar. ;pliers.open.jar.mov;The monster is zicking the box.;The monster is going to zick the box.;The monster zicked the box.;knife.open.box.mov;crowbar.break.shoe.mov;0;poker.open.window.mov;Which one is zicking?;1;2,5;D
5;EffectCondition;4;Causal;Effect;hammer;crush;nibbing;crush;The monster is nibbing the strawberries.;The monster is going to nib the strawberries.;The monster nibbed the strawberries.;Which one is nibbing?;hammer.crush.strawberries.mov;pliers.crush.candycanes.mov;0;hammer.empty.brushcontainer.mov;1;The monster is nibbing the soap. ;The monster is going to nib the soap. ;The monster nibbed the soap. ;crowbar.crush.soap.mov;The monster is nibbing the bottle. ;The monster is going to nib the bottle. ;The monster nibbed the bottle. ;trowel.crush.bottle.mov;The monster is nibbing the nuts.;The monster is going to nib the nuts.;The monster nibbed the nuts.;bat.crush.nuts.mov;comb.crush.juicebox.mov;1;hammer.cut.watermelon.mov;Which one is nibbing?;0;2,5;D
5;EffectCondition;5;Causal;Effect;knife;cut;gorping;cut;The monster is gorping the bread.;The monster is going to gorp the bread.;The monster gorped the bread.;Which one is gorping?;knife.cut.bread.mov;knife.bend.fork.mov;1;poker.cut.curtain.mov;0;The monster is gorping the bagel. ;The monster is going to gorp the bagel. ;The monster gorped the bagel. ;bat.cut.bagel.mov;The monster is gorping the pie. ;The monster is going to gorp the pie. ;The monster gorped the pie. ;comb.cut.pie.mov;The monster is gorping the cucumber.;The monster is going to gorp the cucumber.;The monster gorped the cucumber.;crowbar.cut.cucumber.mov;knife.crush.apple.mov;0;trowel.cut.cheese.mov;Which one is gorping?;1;2,5;D
5;EffectCondition;6;Causal;Effect;pliers;bend;klebbing;bend;The monster is klebbing the candle.;The monster is going to kleb the candle.;The monster klebbed the candle.;Which one is klebbing?;pliers.bend.candle.mov;hammer.bend.sunflower.mov;0;pliers.cut.pizza.mov;1;The monster is klebbing the watering can. ;The monster is going to kleb the watering can. ;The monster klebbed the watering can. ;trowel.bend.wateringcan.mov;The monster is klebbing the spatula. ;The monster is going to kleb the spatula. ;The monster klebbed the spatula. ;crowbar.bend.spatula.mov;The monster is klebbing the coat hanger.;The monster is going to kleb the coat hanger.;The monster klebbed the coat hanger.;comb.bend.coathanger.mov;bat.bend.flagpole.mov;1;pliers.empty.glass.mov;Which one is klebbing?;0;2,5;D
5;EffectCondition;7;Causal;Effect;poker;empty;wugging;empty;The monster is wugging the trash.;The monster is going to wug the trash.;The monster wugged the trash.;Which one is wugging?;poker.empty.trash.mov;poker.crush.car.mov;1;knife.empty.goblet.mov;0;The monster is wugging the bowl. ;The monster is going to wug the bowl. ;The monster wugged the bowl. ;comb.empty.bowl.mov;The monster is wugging the grocery bag. ;The monster is going to wug the grocery bag. ;The monster wugged the grocery bag. ;bat.empty.grocerybag.mov;The monster is wugging the vase.;The monster is going to wug the vase.;The monster wugged the vase.;trowel.empty.vase.mov;poker.bend.lamp.mov;0;crowbar.empty.detergentcontainer.mov;Which one is wugging?;1;2,5;D
5;EffectCondition;8;Causal;Effect;trowel;flatten;rolting;flatten;The monster is rolting the sand.;The monster is going to rolt the sand.;The monster rolted the sand.;Which one is rolting?;trowel.flatten.sand.mov;crowbar.flatten.donut.mov;0;trowel.break.flowerpot.mov;1;The monster is rolting the pumpkin. ;The monster is going to rolt the pumpkin. ;The monster rolted the pumpkin. ;pliers.flatten.pumpkin.mov;The monster is rolting the sandwich. ;The monster is going to rolt the sandwich. ;The monster rolted the sandwich. ;hammer.flatten.sandwich.mov;The monster is rolting the cake.;The monster is going to rolt the cake.;The monster rolted the cake.;poker.flatten.cake.mov;knife.flatten.sponge.mov;1;trowel.rip.sack.mov;Which one is rolting?;0;2,5;D
